"","HCP","DWR","LC","LMEM"
"pointwise_coverage",0.893203883495146,0.87621359223301,0.888349514563107,0.70873786407767
"pointwise_length",123.288420256623,131.867480606918,145.506659511148,79.9498335855014
"simul_coverage",0.922330097087379,0.854368932038835,0.87378640776699,0.601941747572815
"simul_length",195.644204029858,182.120237107869,188.150119529687,108.564076270191
