"Homo_cov","Homo_len","Heter_cov","Heter_len","Asym_cov","Asym_len","Bimo_cov","Bimo_len","Bimo-fix_cov","Bimo-fix_len"
1,8.98951973752473,1,14.7740834420854,1,14.0625262283747,0,19.7547122321813,1,17.3129927310384
1,5.89476704099982,1,13.3670278761725,1,12.0535939100355,1,20.8401359812023,1,18.0497158259762
1,10.0211039696997,0,14.070555659129,1,6.36161900807428,0,21.2743054808106,1,17.3129927310384
1,6.18950539304981,1,15.9466297470129,1,12.0535939100355,1,20.8401359812022,1,16.7604504098351
1,8.84215056149973,1,21.5748520106644,1,10.0446615916962,1,21.0572207310064,1,17.3129927310384
1,9.10103836380133,1,24.8675777113727,1,10.1819350988374,1,19.6191578562262,1,18.390919221487
1,7.47585294169395,1,15.0143865427156,1,14.9177188657385,1,21.7516750145117,1,17.3216797318656
0,8.61348273716911,0,9.8531911686571,1,13.9705621123583,1,20.685416435369,1,17.9632234256384
1,6.0131860617973,1,16.6565850708251,1,13.9705621123583,1,23.2444370253115,1,16.6801360380928
1,5.85066751958657,1,20.1755819167741,1,16.812032372499,1,20.2589130037119,1,17.7493755277142
1,6.19449947839781,1,10.9485449206472,1,11.8699459751693,1,20.3081848051536,1,17.2430339456028
1,10.6418324372475,1,23.721847328069,1,12.71779925911,1,21.2107707964938,1,17.4435343403191
1,4.28849963889079,1,13.9898073986048,1,8.7611506007202,1,21.2107707964938,1,17.2430339456028
0,2.22366647942486,0,1.82475748677454,1,11.5873282138557,1,24.1441752683493,1,17.6440347350354
1,8.10049931790483,1,20.6805848501114,1,7.91329731677953,1,20.0825383073186,1,17.2430339456028
1,9.11898975267308,1,14.1632549144452,1,5.59335434120933,1,18.6323732075808,0,17.4797621954519
1,6.96359217476854,1,18.5211795035053,1,10.5286669952176,1,19.9632570081223,1,17.4797621954519
1,12.9323854674273,1,23.6962149530141,1,8.22552109001372,0,15.7487916397409,1,17.8477571890404
1,9.78218900741294,1,20.427771511219,0,6.58041687201098,0,22.1813966756914,1,17.4797621954519
1,8.45579049793322,1,17.7040686430565,1,10.5286669952176,0,19.7414430413653,1,17.1117672018635
1,7.49880547187049,1,15.6269176556186,1,19.0208242184267,1,20.0618694218116,1,16.7408943356197
1,6.73362124004697,1,19.4651079569986,1,12.9824673236881,1,19.6606320333754,1,16.9248602074397
1,7.34576862550579,1,16.1752305558158,1,12.6805494789511,1,21.2655815871203,1,17.8446895665397
1,4.28503169821171,1,8.77300640315432,1,27.7764417157977,1,21.6668189755566,1,17.4767578228997
1,7.65184231823519,1,17.5460128063086,1,10.2652067210557,1,19.6606320333754,1,17.2927919510797
1,4.21941361897735,1,4.09372492042381,1,9.20599561221834,1,21.3929675613356,1,17.399345310791
1,7.08258714614055,1,13.5092922373986,1,17.3598774401832,0,20.0559070887521,1,17.5787200047167
0,3.76733358837263,0,6.75464611869928,1,10.7841662885986,1,23.1757148581135,0,17.399345310791
1,4.67149364958207,1,6.75464611869928,0,6.57571115158453,0,20.7244373250438,1,17.399345310791
1,8.4388272379547,0,13.9186647294409,1,11.047194734662,0,18.9416900282659,1,16.861221229014
1,10.1576095018763,1,17.8578146994457,1,6.12851934705137,1,22.5620918674648,1,17.9003861440768
1,6.36745670266875,1,18.3216540422885,1,8.63564089811785,1,21.1664985560752,1,17.5274614327419
1,6.97388115054196,1,15.538617985232,1,9.19277902057706,1,19.3057074742224,1,17.154536721407
1,11.0672461736862,1,24.1196458278228,1,13.6498840002508,1,20.0035041299172,1,17.154536721407
1,10.4608217258129,1,13.4513409424396,1,12.5356077553324,1,26.5162729164019,1,17.7139237884094
1,9.17726780691923,1,14.9805773677862,1,15.2182077008267,0,17.5416399618345,1,17.0124054234214
1,5.75523574332223,1,18.0274744595394,1,7.60910385041337,1,22.4892820023519,1,17.6128432618951
1,6.22187647926728,1,14.9805773677862,0,8.5314194686453,1,20.6901394421637,1,17.812989208053
1,7.46625177512073,1,15.2344854587657,1,8.76199837320328,1,22.2643891823284,1,17.2125513695793
1,7.15515795115737,1,9.90241554819768,1,8.5314194686453,1,20.0154609820932,1,17.2125513695793
1,7.68243151842949,1,10.5183153232822,1,11.9057733578806,1,22.1491018321108,1,18.1088227955036
1,9.4804474057215,0,14.670281898262,1,9.442509904526,1,20.3033433461016,0,17.5655581116385
1,7.6824315184295,1,19.6526417882377,1,9.85305381341843,1,19.8931747936551,1,17.0222934277734
1,6.70169557990658,1,13.2862930399354,1,10.2635977223109,1,21.7389332796643,1,17.0222934277734
1,7.02860755941422,1,18.2686529299111,1,12.7268611756655,1,20.3033433461016,1,17.5655581116385
1,7.09481472858642,1,21.9463934142056,1,4.66546388413005,1,18.154276155174,1,18.2256765078421
1,7.39043200894418,0,8.91572232452101,1,4.35443295852138,1,24.3480880198804,1,16.9625108092788
1,5.61672832679758,1,14.1737124133411,1,9.3309277682601,1,19.8629139109551,1,17.3234152945826
1,8.72070977055414,1,22.1750016789369,1,13.0632988755641,1,19.2221747525372,1,16.9625108092788
1,7.2426233687653,0,8.45850579505839,1,11.5081442475208,1,18.7950153135919,1,16.9625108092788
1,6.82357119550557,1,17.9434878753123,1,6.51749612189848,0,14.6303291391062,0,15.7542209545655
1,6.14121407595501,1,21.7496822731058,1,9.55899431211778,0,20.2771228419191,1,17.2912181208646
1,7.16474975528085,1,13.3216803922773,1,7.60374547554823,1,20.2771228419191,1,16.7148441835024
1,5.97062479606737,1,16.0403906764155,1,12.817742373067,0,16.9403811084387,1,17.6754674124393
1,7.67651759494377,1,14.4091645059326,1,12.6004925023371,1,21.5604850471039,1,16.9069688292898
1,6.56285082747266,1,19.333210074413,1,11.5343155874638,1,20.0944646093758,0,17.0792189647577
1,8.1322281992596,1,16.1591009577183,1,8.78804997140096,1,22.4970636387577,1,17.648526263583
1,5.99216814682286,1,11.8307703440437,1,6.865664040157,1,21.8418093580172,1,18.2178335624083
1,7.2762041782849,1,10.3879934728189,1,6.59103747855072,0,17.0366112992534,1,17.0792189647577
1,4.99347345568572,0,12.6964364667787,0,8.78804997140096,1,20.0944646093758,1,17.0792189647577
0,6.86928346756535,1,16.943829627732,1,8.14418274432378,1,22.1900127118017,1,17.9082596387901
0,6.3408770469834,0,12.1876669252107,1,7.79008784239666,1,19.4448565000324,1,17.7197516425923
1,7.04541894109267,1,13.376707600841,1,13.1015113713035,1,18.9873304647376,1,17.7197516425923
1,6.69314799403803,1,8.62054489831979,0,7.08189803854242,1,21.7324866765068,1,17.7197516425923
1,8.27836725578388,1,14.5657482764714,1,14.8719858809391,1,21.7324866765068,1,16.5887036654056
1,8.71398795337767,1,19.4406569856817,1,12.9752272931638,1,20.7073307597714,1,17.7102149360979
1,6.87064434785547,1,13.4167914408226,1,8.34121754560533,1,19.787004948226,1,17.5155971895474
1,8.04368118773323,1,17.7977845643565,1,12.0484253436521,1,20.0170864011124,1,17.5155971895474
1,5.86518419938882,1,15.0596638621478,1,17.3003030575518,0,21.1674936655441,1,17.7102149360979
1,7.5409511134999,1,19.1668449154608,1,4.32507576438795,1,27.3796928934755,0,17.1263616964463
1,8.45924976259619,1,20.3429033755114,0,7.56886916188095,1,22.3066959387533,1,18.3425568651778
1,8.20290886069933,1,18.8471016567238,1,12.6147819364682,1,21.032027599396,0,17.0456083999632
1,8.58742021354461,0,13.1630551253309,1,9.46108645235118,1,20.3946934297173,1,17.6014434564837
1,9.22827246828675,1,15.8554982191486,1,10.722564645998,1,21.6693617690746,1,17.6014434564837
1,7.17754525311192,1,9.87229134399817,1,14.5069992269385,1,18.2702461974551,1,17.9720001608307
1,7.85591324156984,1,16.4366819981787,1,7.69430983487627,1,22.4750521470349,1,17.2175476461059
1,7.02017779033901,0,11.6152552787129,1,9.92814172242099,1,21.8329077999768,1,17.4046949031288
1,5.18155979763118,1,9.64285343893148,0,10.1763452654815,1,19.6924266431163,1,17.4046949031288
1,9.36023705378534,1,18.8473953579115,1,16.1332302989341,1,19.2643304117442,1,17.4046949031288
