cov_n100,len_n100,cov_n200,len_n200,cov_n300,len_n300,cov_n500,len_n500,cov_n800,len_n800,cov_n1200,len_n1200,cov_n1500,len_n1500
1,37.19722165,1,29.45880223,1,32.2835519,1,21.12008205,1,27.33591754,0,24.1114436,1,25.05391022
1,41.65594364,1,25.07776259,1,31.94279607,1,21.61906403,1,22.96977774,1,22.7985478,1,31.45945474
1,35.45691415,1,26.30698713,1,25.56852476,1,20.14218588,1,26.70858585,1,24.95476699,1,22.13740196
1,50.27153655,1,32.03921979,1,26.61294133,1,35.52107816,1,27.59319979,1,22.3158309,1,33.1130436
1,47.60086506,1,29.07120667,1,27.6715133,1,22.06631423,1,26.28649735,1,22.44392685,1,32.06428667
1,42.57655077,1,35.91231502,1,29.888405,1,23.36462534,1,32.34164382,1,23.43616492,1,32.12343577
1,36.25592353,1,30.15351818,0,28.46178377,1,25.80273771,1,23.74924212,1,22.49289202,1,23.12246344
1,39.51444527,1,30.82703787,1,34.80639707,1,20.7333405,1,24.8786966,0,28.54550153,1,21.87972887
1,42.3973048,0,31.35236593,0,23.52482346,1,33.99324751,1,22.94878959,1,23.51610519,1,22.78501103
1,33.47734935,1,32.08097785,1,29.82344559,1,21.46125531,1,22.20379955,1,23.0189666,1,22.62707072
1,50.87899762,1,36.73993742,1,24.62593209,1,23.87070254,1,21.87950769,1,29.36789596,1,29.77818019
1,39.71013195,1,29.4106061,0,34.02064929,1,31.76100515,1,25.56629269,1,23.58695661,1,19.11077331
1,36.61128245,1,29.68871534,1,30.15894083,1,22.06916517,1,25.11526799,1,22.51669243,1,24.73879091
1,38.75746518,1,31.03452905,1,28.24059152,1,24.65295113,1,26.78305647,1,23.13768521,1,23.33402593
1,35.12105031,1,31.49138282,1,23.47753387,1,26.22399927,0,23.18734888,1,23.00848047,0,23.34790549
1,35.52398658,1,37.81098874,1,29.65956439,0,28.64658328,1,38.22719604,1,22.69800711,1,31.37529881
