cov_n100,len_n100,cov_n200,len_n200,cov_n300,len_n300,cov_n500,len_n500,cov_n800,len_n800,cov_n1200,len_n1200,cov_n1500,len_n1500
1,38.10699029,1,36.31172104,1,24.10072278,0,19.64039829,1,17.11031687,1,17.22580377,1,17.83955077
1,47.46729487,1,49.02895087,1,33.64697291,0,18.26688886,1,25.57662382,1,19.61439505,1,20.7494112
1,85.72893288,1,48.04154319,1,49.72246991,1,37.92768169,1,32.68569748,1,26.7470934,0,21.48211105
1,48.97266043,1,34.03383366,0,29.54498551,1,20.57778719,1,27.21503597,1,31.57972855,1,19.58126897
1,38.36513988,1,36.6869639,1,31.76786859,1,43.24766535,1,37.8392805,1,42.13021449,1,51.96258457
1,70.85181206,1,44.66236522,1,33.01947811,1,32.40178478,1,34.68598701,1,25.22409967,1,20.35104217
1,51.67048638,1,29.78156496,1,47.05654298,1,48.43696921,0,21.56148348,1,36.57479797,1,25.78019649
1,39.71204557,1,40.31179804,1,28.87951289,1,21.20127614,1,18.92673085,1,18.26636136,1,48.50289883
1,50.72350441,1,43.64457321,1,41.67908145,1,33.71816026,1,27.72330432,1,31.63715744,0,18.17398682
1,50.77545314,1,45.06819537,1,25.81414555,1,27.37544849,1,34.62841039,1,18.50231222,0,18.78743027
1,47.41936654,1,37.66780032,1,27.072872,1,35.30838915,1,21.47104321,0,20.08285744,1,29.70374128
1,44.11957184,1,40.78694301,1,25.33272393,1,22.86077364,1,18.58473313,0,18.3806498,1,20.56942253
1,45.31600859,1,27.92780314,1,24.86190477,1,19.22376416,1,30.98214684,1,27.96684324,1,19.35502625
1,43.453608,1,32.00537066,1,32.91839284,1,33.91822471,1,27.75249307,1,29.83022396,1,23.91406155
1,58.3378505,1,36.85061846,1,29.91950765,1,21.05309005,1,24.81020695,1,22.81774867,1,19.80011093
1,45.41874211,0,29.09475883,0,25.71205584,0,26.18063274,1,31.52570937,1,29.38092269,1,20.3826436
1,51.87458219,1,17.15555724,0,35.13702575,1,34.85123011,1,18.26718835,1,37.23166808,0,21.05624384
1,40.686756,1,85.46152753,1,23.67098543,1,19.22244783,1,33.31200458,0,20.51007867,1,17.85601524
1,61.25548167,0,39.33784127,1,40.33895161,1,35.12605012,1,31.38822612,0,19.18896842,1,18.18434246
0,46.36021119,0,37.00759772,1,24.3525897,1,22.23715533,1,25.37634162,1,27.10317089,1,16.58325307
