Homo_cov,Homo_len,Heter_cov,Heter_len,Asym_cov,Asym_len,Bimo_cov,Bimo_len,Bimo-fix_cov,Bimo-fix_len
1,5.7590557,1,12.53736039,1,9.436713795,1,49.21523636,1,43.3103755
1,6.558629314,1,13.70793683,1,7.53621085,1,13.89765156,1,5.040395235
1,5.948524262,1,12.72879849,1,8.074511625,1,12.35346806,1,6.785147432
1,7.168734366,1,12.72879849,1,9.420263562,1,12.13287041,1,5.428117945
1,6.101050525,1,12.40241904,1,8.343662012,1,12.13287041,0,9.69306776
1,6.711155577,1,13.38155739,1,10.49686511,1,13.67705392,1,6.397424721
1,7.050842358,1,15.50055119,1,9.756674495,1,14.07247034,1,3.066072909
0,5.058212996,1,16.55143601,1,7.588524607,1,12.19614096,1,3.883692351
0,30.50255716,1,52.28152011,1,7.859543343,1,17.59058793,1,3.883692351
0,7.510679903,0,13.39878154,1,53.93272846,1,20.87416434,1,4.905716654
1,9.196750902,1,15.23782998,1,7.588524607,1,15.2451762,1,3.066072909
1,6.777665654,1,13.34806217,1,10.68574085,1,12.64055131,1,3.449306532
1,6.506559028,1,13.34806217,1,9.30693558,1,10.53379275,1,3.449306532
1,6.913218967,1,13.99393614,1,12.06454612,0,12.00852374,1,10.16637715
0,5.693239149,1,14.20922747,1,8.962234262,1,13.06190302,1,15.06802327
1,6.642112341,1,15.93155807,1,6.549325038,1,12.85122716,1,3.449306532
1,5.341156857,1,9.324118285,1,7.826378431,1,14.87562416,1,13.83408989
1,5.774223629,0,10.28043811,1,7.414463776,0,11.09768787,1,4.256643042
1,5.485512447,1,11.47583789,1,8.238293085,1,14.40338212,1,15.74957925
1,6.351645992,1,14.10571741,1,9.062122393,1,15.82010823,1,8.300453931
1,6.207290401,1,9.563198241,1,7.414463776,1,11.09768787,1,4.895139498
0,8.226990247,0,13.64164408,1,7.381624147,0,16.62731389,1,8.079738672
1,7.051705926,1,13.64164408,1,7.928411121,1,16.41137475,0,8.734852618
1,7.345527006,1,12.73220114,1,7.928411121,1,16.62731389,0,5.677654202
1,8.520811327,1,13.94479172,1,7.10823066,1,15.97949646,0,10.48182314
0,8.226990247,0,13.03534879,1,6.834837173,1,17.05919217,1,14.41250682
